point_a,point_b,distance_m,diff_mm,flag
VO02_9883,VO02_9884,1.434,-1,OK
VO02_9907,VO02_9908,1.436,1,OK
VO02_9911,VO02_9912,1.430,-5,OK
VO02_9915,VO02_9916,1.434,-1,OK
VO02_9919,VO02_9920,1.430,-5,OK
VO02_9923,VO02_9924,1.433,-2,OK
VO02_9947,VO02_9948,1.434,-1,OK
VO02_9951,VO02_9952,1.431,-4,OK
VO02_9955,VO02_9956,1.431,-4,OK
VO02_9959,VO02_9960,1.437,2,OK
VO02_9963,VO02_9964,1.435,0,OK
VO02_9987,VO02_9988,1.436,1,OK
VO02_9991,VO02_9992,1.434,-1,OK
VO02_9995,VO02_9996,1.435,0,OK
VO02_9999,VO02_10000,1.450,15,ALERT
VO02_10003,VO02_10004,1.430,-5,OK
VO02_10027,VO02_10028,1.437,2,OK
VO02_10031,VO02_10032,1.437,2,OK
VO02_10035,VO02_10036,1.439,4,OK
VO02_10039,VO02_10040,1.433,-2,OK
VO02_10043,VO02_10044,1.437,2,OK
VO02_10047,VO02_10048,1.436,1,OK
VO02_10079,VO02_10080,1.426,-9,ALERT
VO02_10083,VO02_10084,1.433,-2,OK
VO02_10087,VO02_10088,1.431,-4,OK
VO02_10091,VO02_10092,1.433,-2,OK
VO02_10119,VO02_10120,1.432,-3,OK
VO02_10123,VO02_10124,1.435,0,OK
VO02_10127,VO02_10128,1.429,-6,ALERT
VO02_10131,VO02_10132,1.434,-1,OK
VO02_10135,VO02_10136,1.434,-1,OK
VO02_10159,VO02_10160,1.435,0,OK
VO02_10163,VO02_10164,1.429,-6,ALERT
VO02_10167,VO02_10168,1.431,-4,OK
VO02_10171,VO02_10172,1.428,-7,ALERT
VO02_10175,VO02_10176,1.425,-10,ALERT
VO02_10199,VO02_10200,1.431,-4,OK
VO02_10203,VO02_10204,1.428,-7,ALERT
VO02_10207,VO02_10208,1.424,-11,ALERT
VO02_10211,VO02_10212,1.423,-12,ALERT
VO02_10215,VO02_10216,1.428,-7,ALERT
VO02_10239,VO02_10240,1.427,-8,ALERT
VO02_10243,VO02_10244,1.440,5,OK
VO02_10247,VO02_10248,1.437,2,OK
VO02_10251,VO02_10252,1.419,-16,ALERT
VO02_10255,VO02_10256,1.439,4,OK
VO02_10271,VO02_10272,1.420,-15,ALERT
VO02_10275,VO02_10276,1.431,-4,OK
VO02_10303,VO02_10304,1.440,5,OK
VO02_10307,VO02_10308,1.438,3,OK
VO02_10311,VO02_10312,1.439,4,OK
VO02_10315,VO02_10316,1.437,2,OK
VO02_10319,VO02_10320,1.440,5,OK
VO02_10323,VO02_10324,1.437,2,OK
VO02_10327,VO02_10328,1.434,-1,OK
VO02_10355,VO02_10356,1.433,-2,OK
VO02_10359,VO02_10360,1.439,4,OK
VO02_10363,VO02_10364,1.436,1,OK
VO02_10367,VO02_10368,1.437,2,OK
VO02_10371,VO02_10372,1.436,1,OK
VO02_10395,VO02_10396,1.441,6,ALERT
VO02_10399,VO02_10400,1.437,2,OK
VO02_10403,VO02_10404,1.435,0,OK
VO02_10407,VO02_10408,1.436,1,OK
VO02_10411,VO02_10412,1.435,0,OK
VO02_10435,VO02_10436,1.434,-1,OK
VO02_10439,VO02_10440,1.440,5,OK
VO02_10443,VO02_10444,1.433,-2,OK
VO02_10447,VO02_10448,1.434,-1,OK
VO02_10451,VO02_10452,1.433,-2,OK
VO02_10475,VO02_10476,1.429,-6,ALERT
VO02_10479,VO02_10480,1.427,-8,ALERT
VO02_10483,VO02_10484,1.435,0,OK
VO02_10487,VO02_10488,1.432,-3,OK
VO02_10491,VO02_10492,1.433,-2,OK
VO02_10515,VO02_10516,1.431,-4,OK
VO02_10519,VO02_10520,1.432,-3,OK
VO02_10523,VO02_10524,1.433,-2,OK
VO02_10527,VO02_10528,1.434,-1,OK
VO02_10531,VO02_10532,1.429,-6,ALERT
VO02_10555,VO02_10556,1.433,-2,OK
VO02_10559,VO02_10560,1.436,1,OK
VO02_10563,VO02_10564,1.440,5,OK
VO02_10567,VO02_10568,1.438,3,OK
VO02_10571,VO02_10572,1.433,-2,OK
VO02_10595,VO02_10596,1.434,-1,OK
VO02_10599,VO02_10600,1.438,3,OK
VO02_10603,VO02_10604,1.435,0,OK
VO02_10607,VO02_10608,1.433,-2,OK
VO02_10611,VO02_10612,1.435,0,OK
VO02_10635,VO02_10636,1.435,0,OK
VO02_10639,VO02_10640,1.434,-1,OK
VO02_10643,VO02_10644,1.434,-1,OK
VO02_10647,VO02_10648,1.433,-2,OK
VO02_10651,VO02_10652,1.437,2,OK
VO02_10675,VO02_10676,1.438,3,OK
VO02_10679,VO02_10680,1.436,1,OK
VO02_10683,VO02_10684,1.437,2,OK
VO02_10687,VO02_10688,1.435,0,OK
VO02_10691,VO02_10692,1.438,3,OK
VO02_10695,VO02_10696,1.438,3,OK
VO02_10699,VO02_10700,1.432,-3,OK
VO02_10703,VO02_10704,1.435,0,OK
VO02_10707,VO02_10708,1.435,0,OK
VO02_10711,VO02_10712,1.434,-1,OK
VO02_10715,VO02_10716,1.434,-1,OK
VO02_10719,VO02_10720,1.433,-2,OK
VO02_10723,VO02_10724,1.438,3,OK
VO02_10727,VO02_10728,1.433,-2,OK
VO02_10731,VO02_10732,1.432,-3,OK
VO02_10735,VO02_10736,1.434,-1,OK
VO02_10743,VO02_10744,1.434,-1,OK
VO02_10747,VO02_10748,1.437,2,OK
VO02_10751,VO02_10752,1.432,-3,OK
VO02_10755,VO02_10756,1.433,-2,OK
VO02_10759,VO02_10760,1.433,-2,OK
VO02_10763,VO02_10764,1.433,-2,OK
VO02_10767,VO02_10768,1.438,3,OK
VO02_10771,VO02_10772,1.430,-5,OK
VO02_10775,VO02_10776,1.435,0,OK
VO02_10779,VO02_10780,1.436,1,OK
VO02_10783,VO02_10784,1.435,0,OK
VO02_10787,VO02_10788,1.434,-1,OK
VO02_10791,VO02_10792,1.435,0,OK
VO02_10795,VO02_10796,1.435,0,OK
VO02_10799,VO02_10800,1.437,2,OK
VO02_10803,VO02_10804,1.436,1,OK
VO02_10807,VO02_10808,1.442,7,ALERT
VO02_10811,VO02_10812,1.437,2,OK
VO02_10815,VO02_10816,1.438,3,OK
VO02_10819,VO02_10820,1.439,4,OK
VO02_10823,VO02_10824,1.439,4,OK
VO02_10827,VO02_10828,1.438,3,OK
VO02_10831,VO02_10832,1.434,-1,OK
VO02_11091,VO02_11092,1.436,1,OK
VO02_11095,VO02_11096,1.431,-4,OK
VO02_11099,VO02_11100,1.436,1,OK
VO02_11107,VO02_11108,1.435,0,OK
VO02_11111,VO02_11112,1.436,1,OK
VO02_11115,VO02_11116,1.434,-1,OK
VO02_11123,VO02_11124,1.432,-3,OK
VO02_11127,VO02_11128,1.431,-4,OK
VO02_11131,VO02_11132,1.440,5,OK
VO02_11135,VO02_11136,1.433,-2,OK
VO02_11139,VO02_11140,1.433,-2,OK
VO02_11143,VO02_11144,1.434,-1,OK
VO02_11147,VO02_11148,1.427,-8,ALERT
VO02_11151,VO02_11152,1.432,-3,OK
VO02_11159,VO02_11160,1.436,1,OK
VO02_11163,VO02_11164,1.434,-1,OK
VO02_11167,VO02_11168,1.433,-2,OK
VO02_11171,VO02_11172,1.434,-1,OK
VO02_11175,VO02_11176,1.432,-3,OK
VO02_11179,VO02_11180,1.435,0,OK
VO02_11183,VO02_11184,1.432,-3,OK
VO02_11187,VO02_11188,1.432,-3,OK
VO02_11191,VO02_11192,1.434,-1,OK
VO02_11195,VO02_11196,1.435,0,OK
VO02_11199,VO02_11200,1.435,0,OK
VO02_11203,VO02_11204,1.434,-1,OK
VO02_11207,VO02_11208,1.435,0,OK
VO02_11211,VO02_11212,1.433,-2,OK
VO02_11215,VO02_11216,1.440,5,OK
VO02_11219,VO02_11220,1.428,-7,ALERT
VO02_11223,VO02_11224,1.435,0,OK
VO02_11227,VO02_11228,1.433,-2,OK
VO02_11231,VO02_11232,1.437,2,OK
VO02_11235,VO02_11236,1.434,-1,OK
VO02_11239,VO02_11240,1.434,-1,OK
VO02_11243,VO02_11244,1.433,-2,OK
VO02_11247,VO02_11248,1.434,-1,OK
VO02_11251,VO02_11252,1.437,2,OK
VO02_11255,VO02_11256,1.433,-2,OK
VO02_11259,VO02_11260,1.435,0,OK
VO02_11263,VO02_11264,1.435,0,OK
VO02_11267,VO02_11268,1.433,-2,OK
VO02_11271,VO02_11272,1.435,0,OK
VO02_11275,VO02_11276,1.434,-1,OK
VO02_11279,VO02_11280,1.434,-1,OK
VO02_11283,VO02_11284,1.434,-1,OK
VO02_11287,VO02_11288,1.433,-2,OK
VO02_11291,VO02_11292,1.433,-2,OK
VO02_11295,VO02_11296,1.438,3,OK
VO02_11299,VO02_11300,1.433,-2,OK
VO02_11303,VO02_11304,1.433,-2,OK
VO02_11307,VO02_11308,1.434,-1,OK
VO02_11311,VO02_11312,1.437,2,OK
VO02_11315,VO02_11316,1.439,4,OK
VO02_11319,VO02_11320,1.437,2,OK
VO02_11323,VO02_11324,1.435,0,OK
VO02_11479,VO02_11480,1.438,3,OK
VO02_11483,VO02_11484,1.437,2,OK
VO02_11487,VO02_11488,1.434,-1,OK
VO02_11491,VO02_11492,1.439,4,OK
VO02_11495,VO02_11496,1.438,3,OK
VO02_11519,VO02_11520,1.433,-2,OK
VO02_11523,VO02_11524,1.435,0,OK
VO02_11527,VO02_11528,1.434,-1,OK
VO02_11531,VO02_11532,1.435,0,OK
VO02_11535,VO02_11536,1.439,4,OK
VO02_11559,VO02_11560,1.436,1,OK
VO02_11563,VO02_11564,1.433,-2,OK
VO02_11567,VO02_11568,1.433,-2,OK
VO02_11571,VO02_11572,1.436,1,OK
VO02_11575,VO02_11576,1.435,0,OK
VO02_11599,VO02_11600,1.432,-3,OK
VO02_11603,VO02_11604,1.436,1,OK
VO02_11607,VO02_11608,1.436,1,OK
VO02_11611,VO02_11612,1.434,-1,OK
VO02_11615,VO02_11616,1.432,-3,OK
VO02_11639,VO02_11640,1.435,0,OK
VO02_11643,VO02_11644,1.432,-3,OK
VO02_11647,VO02_11648,1.434,-1,OK
VO02_11651,VO02_11652,1.439,4,OK
VO02_11655,VO02_11656,1.437,2,OK
VO02_11683,VO02_11684,1.432,-3,OK
VO02_11687,VO02_11688,1.437,2,OK
VO02_11691,VO02_11692,1.437,2,OK
VO02_11695,VO02_11696,1.438,3,OK
VO02_11699,VO02_11700,1.435,0,OK
VO02_11703,VO02_11704,1.432,-3,OK
VO02_11727,VO02_11728,1.436,1,OK
VO02_11731,VO02_11732,1.449,14,ALERT
VO02_11735,VO02_11736,1.433,-2,OK
VO02_11739,VO02_11740,1.435,0,OK
VO02_11743,VO02_11744,1.435,0,OK
VO02_11767,VO02_11768,1.433,-2,OK
VO02_11771,VO02_11772,1.432,-3,OK
VO02_11775,VO02_11776,1.435,0,OK
VO02_11779,VO02_11780,1.433,-2,OK
VO02_11783,VO02_11784,1.435,0,OK
VO02_11807,VO02_11808,1.433,-2,OK
VO02_11811,VO02_11812,1.432,-3,OK
VO02_11815,VO02_11816,1.433,-2,OK
VO02_11819,VO02_11820,1.432,-3,OK
VO02_11823,VO02_11824,1.435,0,OK
VO02_11847,VO02_11848,1.433,-2,OK
VO02_11851,VO02_11852,1.434,-1,OK
VO02_11855,VO02_11856,1.434,-1,OK
VO02_11859,VO02_11860,1.432,-3,OK
VO02_11863,VO02_11864,1.434,-1,OK
VO02_11867,VO02_11868,1.433,-2,OK
VO02_11871,VO02_11872,1.430,-5,OK
VO02_11875,VO02_11876,1.433,-2,OK
VO02_11879,VO02_11880,1.432,-3,OK
VO02_11883,VO02_11884,1.438,3,OK
VO02_11907,VO02_11908,1.428,-7,ALERT
VO02_11911,VO02_11912,1.435,0,OK
VO02_11915,VO02_11916,1.431,-4,OK
VO02_11919,VO02_11920,1.435,0,OK
VO02_11923,VO02_11924,1.437,2,OK
VO02_11951,VO02_11952,1.438,3,OK
VO02_11955,VO02_11956,1.434,-1,OK
VO02_11959,VO02_11960,1.433,-2,OK
VO02_11963,VO02_11964,1.432,-3,OK
VO02_11967,VO02_11968,1.437,2,OK
VO02_11991,VO02_11992,1.435,0,OK
VO02_11995,VO02_11996,1.437,2,OK
VO02_11999,VO02_12000,1.434,-1,OK
VO02_12003,VO02_12004,1.438,3,OK
VO02_12007,VO02_12008,1.444,9,ALERT
VO02_12031,VO02_12032,0.770,-665,ALERT
VO02_12035,VO02_12036,1.446,11,ALERT
VO02_12039,VO02_12040,1.433,-2,OK
VO02_12043,VO02_12044,1.433,-2,OK
VO02_12047,VO02_12048,1.434,-1,OK
VO02_12051,VO02_12052,1.430,-5,OK
VO02_12055,VO02_12056,1.431,-4,OK
VO02_12059,VO02_12060,1.431,-4,OK
VO02_12063,VO02_12064,1.430,-5,OK
VO02_12067,VO02_12068,1.427,-8,ALERT
VO02_12071,VO02_12072,1.430,-5,OK
VO02_12075,VO02_12076,1.429,-6,ALERT
VO02_12079,VO02_12080,1.437,2,OK
VO02_12083,VO02_12084,1.424,-11,ALERT
VO02_12087,VO02_12088,1.435,0,OK
VO02_12091,VO02_12092,1.431,-4,OK
VO02_12095,VO02_12096,1.430,-5,OK
VO02_12099,VO02_12100,1.434,-1,OK
VO02_12103,VO02_12104,1.436,1,OK
VO02_12107,VO02_12108,1.433,-2,OK
VO02_12111,VO02_12112,1.435,0,OK
VO02_12115,VO02_12116,1.442,7,ALERT
VO02_12119,VO02_12120,1.439,4,OK
VO02_12167,VO02_12168,1.437,2,OK
VO02_12171,VO02_12172,1.443,8,ALERT
VO02_12175,VO02_12176,1.433,-2,OK
VO02_12179,VO02_12180,1.433,-2,OK
VO02_12183,VO02_12184,1.435,0,OK
VO02_12207,VO02_12208,1.438,3,OK
VO02_12211,VO02_12212,1.437,2,OK
VO02_12215,VO02_12216,1.434,-1,OK
VO02_12219,VO02_12220,1.436,1,OK
VO02_12223,VO02_12224,1.432,-3,OK
VO02_12247,VO02_12248,1.436,1,OK
VO02_12251,VO02_12252,1.433,-2,OK
VO02_12255,VO02_12256,1.433,-2,OK
VO02_12259,VO02_12260,1.433,-2,OK
VO02_12287,VO02_12288,1.436,1,OK
VO02_12291,VO02_12292,1.436,1,OK
VO02_12295,VO02_12296,1.438,3,OK
VO02_12299,VO02_12300,1.438,3,OK
VO02_12327,VO02_12328,1.439,4,OK
VO02_12335,VO02_12336,1.437,2,OK
VO02_12339,VO02_12340,1.440,5,OK
VO02_12347,VO02_12348,1.436,1,OK
VO02_12355,VO02_12356,1.435,0,OK
VO02_12359,VO02_12360,1.437,2,OK
VO02_12363,VO02_12364,1.436,1,OK
VO02_12371,VO02_12372,1.436,1,OK
VO02_12375,VO02_12376,1.434,-1,OK
VO02_12379,VO02_12380,1.434,-1,OK
VO02_12383,VO02_12384,1.435,0,OK
VO02_12387,VO02_12388,1.434,-1,OK
VO02_12391,VO02_12392,1.436,1,OK
VO02_12395,VO02_12396,1.437,2,OK
VO02_12399,VO02_12400,1.437,2,OK
VO02_12403,VO02_12404,1.433,-2,OK
VO02_12407,VO02_12408,1.436,1,OK
VO02_12411,VO02_12412,1.432,-3,OK
VO02_12415,VO02_12416,1.435,0,OK
VO02_12419,VO02_12420,1.437,2,OK
VO02_12531,VO02_12532,1.434,-1,OK
VO02_12535,VO02_12536,1.432,-3,OK
VO02_12539,VO02_12540,1.434,-1,OK
VO02_12543,VO02_12544,1.435,0,OK
VO02_12547,VO02_12548,1.433,-2,OK
VO02_12571,VO02_12572,1.434,-1,OK
VO02_12575,VO02_12576,1.434,-1,OK
VO02_12579,VO02_12580,1.432,-3,OK
VO02_12583,VO02_12584,1.434,-1,OK
VO02_12587,VO02_12588,1.435,0,OK
VO02_12611,VO02_12612,1.434,-1,OK
VO02_12615,VO02_12616,1.432,-3,OK
VO02_12619,VO02_12620,1.434,-1,OK
VO02_12623,VO02_12624,1.436,1,OK
VO02_12627,VO02_12628,1.434,-1,OK
VO02_12651,VO02_12652,1.436,1,OK
VO02_12655,VO02_12656,1.435,0,OK
VO02_12659,VO02_12660,1.434,-1,OK
VO02_12663,VO02_12664,1.434,-1,OK
VO02_12667,VO02_12668,1.439,4,OK
VO02_12691,VO02_12692,1.434,-1,OK
VO02_12695,VO02_12696,1.435,0,OK
VO02_12699,VO02_12700,1.439,4,OK
VO02_12707,VO02_12708,1.440,5,OK
VO02_12723,VO02_12724,1.434,-1,OK
VO02_12727,VO02_12728,1.435,0,OK
VO02_12731,VO02_12732,1.435,0,OK
VO02_12735,VO02_12736,1.436,1,OK
VO02_12739,VO02_12740,1.436,1,OK
VO02_12743,VO02_12744,1.437,2,OK
VO02_12747,VO02_12748,1.436,1,OK
VO02_12751,VO02_12752,1.436,1,OK
VO02_12755,VO02_12756,1.434,-1,OK
VO02_12759,VO02_12760,1.433,-2,OK
VO02_12763,VO02_12764,1.433,-2,OK
VO02_12803,VO02_12804,1.433,-2,OK
VO02_12807,VO02_12808,1.436,1,OK
VO02_12811,VO02_12812,1.431,-4,OK
VO02_12815,VO02_12816,1.433,-2,OK
VO02_12819,VO02_12820,1.435,0,OK
VO02_12839,VO02_12840,1.434,-1,OK
VO02_12843,VO02_12844,1.432,-3,OK
VO02_12847,VO02_12848,1.434,-1,OK
VO02_12851,VO02_12852,1.435,0,OK
VO02_12855,VO02_12856,1.435,0,OK
VO02_12879,VO02_12880,1.434,-1,OK
VO02_12883,VO02_12884,1.437,2,OK
VO02_12887,VO02_12888,1.436,1,OK
VO02_12891,VO02_12892,1.435,0,OK
VO02_12895,VO02_12896,1.436,1,OK
VO02_12919,VO02_12920,1.441,6,ALERT
VO02_12923,VO02_12924,1.439,4,OK
VO02_12927,VO02_12928,1.437,2,OK
VO02_12931,VO02_12932,1.435,0,OK
VO02_12935,VO02_12936,1.435,0,OK
VO02_12959,VO02_12960,1.436,1,OK
VO02_12963,VO02_12964,1.439,4,OK
VO02_12967,VO02_12968,1.435,0,OK
VO02_12971,VO02_12972,1.436,1,OK
VO02_12975,VO02_12976,2.943,1508,ALERT
VO02_12999,VO02_13000,1.436,1,OK
VO02_13003,VO02_13004,1.437,2,OK
VO02_13007,VO02_13008,1.437,2,OK
VO02_13011,VO02_13012,1.437,2,OK
VO02_13015,VO02_13016,1.438,3,OK
VO02_13039,VO02_13040,1.438,3,OK
VO02_13043,VO02_13044,1.436,1,OK
VO02_13047,VO02_13048,1.438,3,OK
VO02_13051,VO02_13052,1.430,-5,OK
VO02_13055,VO02_13056,1.434,-1,OK
VO02_13079,VO02_13080,1.431,-4,OK
VO02_13083,VO02_13084,1.436,1,OK
VO02_13087,VO02_13088,1.437,2,OK
VO02_13091,VO02_13092,1.436,1,OK
VO02_13095,VO02_13096,1.435,0,OK
VO02_13123,VO02_13124,1.435,0,OK
VO02_13127,VO02_13128,1.438,3,OK
VO02_13131,VO02_13132,1.436,1,OK
VO02_13135,VO02_13136,1.434,-1,OK
VO02_13159,VO02_13160,1.437,2,OK
VO02_13163,VO02_13164,1.433,-2,OK
VO02_13167,VO02_13168,1.435,0,OK
VO02_13199,VO02_13200,1.434,-1,OK
VO02_13203,VO02_13204,1.438,3,OK
VO02_13207,VO02_13208,1.437,2,OK
VO02_13231,VO02_13232,1.436,1,OK
VO02_13235,VO02_13236,1.436,1,OK
VO02_13239,VO02_13240,1.435,0,OK
VO02_13243,VO02_13244,1.437,2,OK
VO02_13247,VO02_13248,1.436,1,OK
VO02_13271,VO02_13272,1.436,1,OK
VO02_13275,VO02_13276,1.438,3,OK
VO02_13279,VO02_13280,1.436,1,OK
VO02_13283,VO02_13284,1.436,1,OK
VO02_13287,VO02_13288,1.436,1,OK
VO02_13311,VO02_13312,1.436,1,OK
VO02_13315,VO02_13316,1.439,4,OK
VO02_13319,VO02_13320,1.439,4,OK
VO02_13323,VO02_13324,1.438,3,OK
VO02_13327,VO02_13328,1.438,3,OK
VO02_13331,VO02_13332,1.435,0,OK
VO02_13355,VO02_13356,1.435,0,OK
VO02_13359,VO02_13360,1.433,-2,OK
VO02_13363,VO02_13364,1.439,4,OK
VO02_13367,VO02_13368,1.439,4,OK
VO02_13371,VO02_13372,1.435,0,OK
VO02_13395,VO02_13396,1.439,4,OK
VO02_13399,VO02_13400,1.434,-1,OK
VO02_13403,VO02_13404,1.436,1,OK
VO02_13407,VO02_13408,1.435,0,OK
VO02_13455,VO02_13456,1.434,-1,OK
VO02_13459,VO02_13460,1.435,0,OK
VO02_13463,VO02_13464,1.439,4,OK
VO02_13467,VO02_13468,1.444,9,ALERT
VO02_13471,VO02_13472,1.450,15,ALERT
VO02_13475,VO02_13476,1.445,10,ALERT
VO02_13479,VO02_13480,1.446,11,ALERT
VO02_13483,VO02_13484,1.452,17,ALERT
VO02_13487,VO02_13488,1.438,3,OK
VO02_13491,VO02_13492,1.436,1,OK
VO02_13495,VO02_13496,1.436,1,OK
VO02_13499,VO02_13500,1.433,-2,OK
VO02_13503,VO02_13504,1.433,-2,OK
VO02_13507,VO02_13508,1.435,0,OK
VO02_13511,VO02_13512,1.432,-3,OK
VO02_13515,VO02_13516,1.431,-4,OK
VO02_13519,VO02_13520,1.432,-3,OK
VO02_13523,VO02_13524,1.433,-2,OK
VO02_13527,VO02_13528,1.435,0,OK
VO02_13539,VO02_13540,1.434,-1,OK
VO02_13543,VO02_13544,1.431,-4,OK
VO02_13547,VO02_13548,1.433,-2,OK
VO02_13551,VO02_13552,1.433,-2,OK
VO02_13555,VO02_13556,1.433,-2,OK
VO02_13579,VO02_13580,1.437,2,OK
VO02_13583,VO02_13584,1.432,-3,OK
VO02_13587,VO02_13588,1.432,-3,OK
VO02_13591,VO02_13592,1.436,1,OK
VO02_13595,VO02_13596,1.435,0,OK
VO02_13619,VO02_13620,1.432,-3,OK
VO02_13623,VO02_13624,1.435,0,OK
VO02_13627,VO02_13628,1.435,0,OK
VO02_13631,VO02_13632,1.434,-1,OK
VO02_13635,VO02_13636,1.434,-1,OK
VO02_13659,VO02_13660,1.432,-3,OK
VO02_13663,VO02_13664,1.435,0,OK
VO02_13667,VO02_13668,1.437,2,OK
VO02_13671,VO02_13672,1.436,1,OK
VO02_13675,VO02_13676,1.438,3,OK
VO02_13699,VO02_13700,1.437,2,OK
VO02_13703,VO02_13704,1.438,3,OK
VO02_13707,VO02_13708,1.438,3,OK
VO02_13711,VO02_13712,1.437,2,OK
VO02_13715,VO02_13716,1.436,1,OK
VO02_13719,VO02_13720,1.433,-2,OK
VO02_13723,VO02_13724,1.432,-3,OK
VO02_13727,VO02_13728,1.436,1,OK
VO02_13763,VO02_13764,1.436,1,OK
VO02_13767,VO02_13768,1.435,0,OK
VO02_13771,VO02_13772,1.435,0,OK
VO02_13775,VO02_13776,1.437,2,OK
VO02_13779,VO02_13780,1.437,2,OK
VO02_13803,VO02_13804,1.439,4,OK
VO02_13807,VO02_13808,1.437,2,OK
VO02_13827,VO02_13828,1.437,2,OK
VO02_13831,VO02_13832,1.437,2,OK
VO02_13835,VO02_13836,1.438,3,OK
VO02_13839,VO02_13840,1.435,0,OK
VO02_13843,VO02_13844,1.436,1,OK
VO02_13847,VO02_13848,1.439,4,OK
VO02_13867,VO02_13868,1.433,-2,OK
VO02_13871,VO02_13872,1.437,2,OK
VO02_13875,VO02_13876,1.439,4,OK
VO02_13879,VO02_13880,1.439,4,OK
VO02_13883,VO02_13884,1.451,16,ALERT
VO02_13887,VO02_13888,1.438,3,OK
VO02_13891,VO02_13892,1.436,1,OK
VO02_13895,VO02_13896,1.437,2,OK
VO02_13899,VO02_13900,1.449,14,ALERT
VO02_13939,VO02_13940,1.438,3,OK
VO02_13943,VO02_13944,1.440,5,OK
VO02_13947,VO02_13948,1.439,4,OK
VO02_13951,VO02_13952,1.446,11,ALERT
VO02_13955,VO02_13956,1.432,-3,OK
VO02_13979,VO02_13980,1.434,-1,OK
VO02_13983,VO02_13984,1.436,1,OK
VO02_13987,VO02_13988,1.437,2,OK
VO02_13991,VO02_13992,1.436,1,OK
VO02_13995,VO02_13996,1.434,-1,OK
VO02_14019,VO02_14020,1.439,4,OK
VO02_14023,VO02_14024,1.439,4,OK
VO02_14027,VO02_14028,1.443,8,ALERT
VO02_14031,VO02_14032,1.442,7,ALERT
VO02_14083,VO02_14084,1.437,2,OK
VO02_14087,VO02_14088,1.435,0,OK
VO02_14091,VO02_14092,1.436,1,OK
VO02_14095,VO02_14096,1.436,1,OK
VO02_14099,VO02_14100,1.429,-6,ALERT
VO02_14123,VO02_14124,1.433,-2,OK
VO02_14127,VO02_14128,1.434,-1,OK
VO02_14131,VO02_14132,1.433,-2,OK
VO02_14135,VO02_14136,1.438,3,OK
VO02_14139,VO02_14140,1.434,-1,OK
VO02_14163,VO02_14164,1.435,0,OK
VO02_14167,VO02_14168,1.435,0,OK
VO02_14171,VO02_14172,1.437,2,OK
VO02_14175,VO02_14176,1.436,1,OK
VO02_14179,VO02_14180,1.432,-3,OK
VO02_14211,VO02_14212,1.435,0,OK
VO02_14215,VO02_14216,1.436,1,OK
VO02_14219,VO02_14220,1.433,-2,OK
VO02_14223,VO02_14224,1.434,-1,OK
VO02_14227,VO02_14228,1.435,0,OK
VO02_14231,VO02_14232,1.438,3,OK
VO02_14235,VO02_14236,1.439,4,OK
VO02_14259,VO02_14260,1.435,0,OK
VO02_14263,VO02_14264,1.441,6,ALERT
VO02_14267,VO02_14268,1.443,8,ALERT
VO02_14271,VO02_14272,1.436,1,OK
VO02_14275,VO02_14276,1.437,2,OK
VO02_14299,VO02_14300,1.438,3,OK
VO02_14303,VO02_14304,1.438,3,OK
VO02_14311,VO02_14312,1.437,2,OK
VO02_14315,VO02_14316,1.435,0,OK
VO02_14339,VO02_14340,1.436,1,OK
VO02_14343,VO02_14344,1.435,0,OK
VO02_14347,VO02_14348,1.433,-2,OK
VO02_14351,VO02_14352,1.433,-2,OK
VO02_14355,VO02_14356,1.436,1,OK
VO02_14379,VO02_14380,1.437,2,OK
VO02_14383,VO02_14384,1.434,-1,OK
VO02_14387,VO02_14388,1.435,0,OK
VO02_14391,VO02_14392,1.438,3,OK
VO02_14395,VO02_14396,1.434,-1,OK
VO02_14443,VO02_14444,1.433,-2,OK
VO02_14447,VO02_14448,1.431,-4,OK
VO02_14451,VO02_14452,1.432,-3,OK
VO02_14455,VO02_14456,1.441,6,ALERT
VO02_14459,VO02_14460,1.435,0,OK
VO02_14463,VO02_14464,1.435,0,OK
VO02_14467,VO02_14468,1.435,0,OK
VO02_14471,VO02_14472,1.437,2,OK
VO02_14475,VO02_14476,1.436,1,OK
VO02_14479,VO02_14480,1.435,0,OK
VO02_14503,VO02_14504,1.434,-1,OK
VO02_14507,VO02_14508,1.435,0,OK
VO02_14511,VO02_14512,1.435,0,OK
VO02_14515,VO02_14516,1.433,-2,OK
VO02_14519,VO02_14520,1.451,16,ALERT
VO02_14543,VO02_14544,1.432,-3,OK
VO02_14547,VO02_14548,1.436,1,OK
VO02_14551,VO02_14552,1.435,0,OK
VO02_14555,VO02_14556,1.436,1,OK
VO02_14559,VO02_14560,1.436,1,OK
VO02_14583,VO02_14584,1.434,-1,OK
VO02_14587,VO02_14588,1.435,0,OK
VO02_14591,VO02_14592,1.437,2,OK
VO02_14595,VO02_14596,1.436,1,OK
VO02_14599,VO02_14600,1.433,-2,OK
VO02_14623,VO02_14624,1.433,-2,OK
VO02_14627,VO02_14628,1.436,1,OK
VO02_14631,VO02_14632,1.436,1,OK
VO02_14635,VO02_14636,1.435,0,OK
VO02_14639,VO02_14640,1.438,3,OK
VO02_14663,VO02_14664,1.436,1,OK
VO02_14667,VO02_14668,1.433,-2,OK
VO02_14671,VO02_14672,1.435,0,OK
VO02_14675,VO02_14676,1.432,-3,OK
VO02_14679,VO02_14680,1.436,1,OK
VO02_14703,VO02_14704,1.435,0,OK
